Targeting Code	Price (CPM)	Full Name	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Description	Updated Description
FDC185	$1.50	Place Category Visitors > Automotive > Car Wash and Detail	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Car Wash and Detail			Consumers that have recently visited a place in the Car Wash and Detail category.	
FDC184	$1.50	Place Category Visitors > Automotive > Car Parts and Accessories	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Car Parts and Accessories			Consumers that have recently visited a place in the Car Parts and Accessories category.	
FDC183	$1.50	Place Category Visitors > Automotive > Car Dealers and Leasing > Used Cars	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Car Dealers and Leasing	Used Cars		Consumers that have recently visited a place in the Used Cars category.	
FDC182	$1.50	Place Category Visitors > Automotive > Car Dealers and Leasing	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Car Dealers and Leasing			Consumers that have recently visited a place in the Car Dealers and Leasing category.	
FDC181	$1.50	Brand Shoppers > 7-Eleven	Factual	Geopulse Audiences	Brand Shoppers	7-Eleven				Consumers that have recently been to 7-Eleven	
FDC180	$1.50	Brand Shoppers > Wingstop	Factual	Geopulse Audiences	Brand Shoppers	Wingstop				Consumers that have recently been to Wingstop	
FDC18	$1.50	Behavioral - Retail > Home Improvement Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Home Improvement Shoppers				Consumers that frequent home improvement stores.	
FDC179	$1.50	Brand Shoppers > Western Union	Factual	Geopulse Audiences	Brand Shoppers	Western Union				Consumers that have recently been to Western Union	
FDC178	$1.50	Brand Shoppers > Wendy's	Factual	Geopulse Audiences	Brand Shoppers	Wendy's				Consumers that have recently been to Wendy's	
FDC177	$1.50	Brand Shoppers > Wells Fargo Bank	Factual	Geopulse Audiences	Brand Shoppers	Wells Fargo Bank				Consumers that have recently been to Wells Fargo Bank	
FDC176	$1.50	Brand Shoppers > Walmart	Factual	Geopulse Audiences	Brand Shoppers	Walmart				Consumers that have recently been to Walmart	
FDC175	$1.50	Brand Shoppers > Walgreens	Factual	Geopulse Audiences	Brand Shoppers	Walgreens				Consumers that have recently been to Walgreens	
FDC174	$1.50	Brand Shoppers > Valero	Factual	Geopulse Audiences	Brand Shoppers	Valero				Consumers that have recently been to Valero	
FDC173	$1.50	DEPRECATED > US Post Office	Factual	Geopulse Audiences	DEPRECATED	US Post Office				Consumers that have recently been to a US Post Office	
FDC172	$1.50	Brand Shoppers > U-Haul	Factual	Geopulse Audiences	Brand Shoppers	U-Haul				Consumers that have recently been to U-Haul	
FDC171	$1.50	Brand Shoppers > Toyota Dealer	Factual	Geopulse Audiences	Brand Shoppers	Toyota Dealer				Consumers that have recently been to a Toyota Dealer	
FDC170	$1.50	Brand Shoppers > The UPS Store	Factual	Geopulse Audiences	Brand Shoppers	The UPS Store				Consumers that have recently been to a UPS Store	
FDC17	$1.50	Behavioral - Retail > Health Food Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Health Food Shoppers				Consumers that frequent health food stores.	
FDC169	$1.50	Brand Shoppers > The Home Depot	Factual	Geopulse Audiences	Brand Shoppers	The Home Depot				Consumers that have recently been to The Home Depot	
FDC168	$1.50	Brand Shoppers > The Children's Place	Factual	Geopulse Audiences	Brand Shoppers	The Children's Place				Consumers that have recently been to The Children's Place	
FDC167	$1.50	Brand Shoppers > Texaco	Factual	Geopulse Audiences	Brand Shoppers	Texaco				Consumers that have recently been to Texaco	
FDC166	$1.50	Brand Shoppers > Target	Factual	Geopulse Audiences	Brand Shoppers	Target				Consumers that have recently been to Target	
FDC165	$1.50	Brand Shoppers > Taco Bell	Factual	Geopulse Audiences	Brand Shoppers	Taco Bell				Consumers that have recently been to Taco Bell	
FDC164	$1.50	Brand Shoppers > T.J.Maxx	Factual	Geopulse Audiences	Brand Shoppers	T.J.Maxx				Consumers that have recently been to T.J.Maxx	
FDC163	$1.50	Brand Shoppers > Supercuts	Factual	Geopulse Audiences	Brand Shoppers	Supercuts				Consumers that have recently been to Supercuts	
FDC162	$1.50	Brand Shoppers > Super 8 Motel	Factual	Geopulse Audiences	Brand Shoppers	Super 8 Motel				Consumers that have recently been to Super 8 Motel	
FDC161	$1.50	Brand Shoppers > Suntrust Bank	Factual	Geopulse Audiences	Brand Shoppers	Suntrust Bank				Consumers that have recently been to Suntrust Bank	
FDC160	$1.50	Brand Shoppers > Sunoco	Factual	Geopulse Audiences	Brand Shoppers	Sunoco				Consumers that have recently been to Sunoco	
FDC16	$1.50	Behavioral - Retail > Financial Services Customers	Factual	Geopulse Audiences	Behavioral - Retail	Financial Services Customers				Consumers that frequently use financial services.	
FDC159	$1.50	Brand Shoppers > Sunglass Hut	Factual	Geopulse Audiences	Brand Shoppers	Sunglass Hut				Consumers that have recently been to Sunglass Hut	
FDC158	$1.50	Brand Shoppers > Subway	Factual	Geopulse Audiences	Brand Shoppers	Subway				Consumers that have recently been to Subway	
FDC157	$1.50	Brand Shoppers > Subaru Dealer	Factual	Geopulse Audiences	Brand Shoppers	Subaru Dealer				Consumers that have recently been to a Subaru Dealer	
FDC156	$1.50	Brand Shoppers > Steak 'n Shake	Factual	Geopulse Audiences	Brand Shoppers	Steak 'n Shake				Consumers that have recently been to Steak 'n Shake	
FDC155	$1.50	Brand Shoppers > State Farm Insurance	Factual	Geopulse Audiences	Brand Shoppers	State Farm Insurance				Consumers that have recently been to State Farm Insurance	
FDC154	$1.50	Brand Shoppers > Starbucks	Factual	Geopulse Audiences	Brand Shoppers	Starbucks				Consumers that have recently been to Starbucks	
FDC153	$1.50	Brand Shoppers > Staples	Factual	Geopulse Audiences	Brand Shoppers	Staples				Consumers that have recently been to Staples	
FDC152	$1.50	Brand Shoppers > SpringHill Suites by Marriott	Factual	Geopulse Audiences	Brand Shoppers	SpringHill Suites by Marriott				Consumers that have recently been to SpringHill Suites by Marriott	
FDC151	$1.50	Brand Shoppers > Sonic Drive-In	Factual	Geopulse Audiences	Brand Shoppers	Sonic Drive-In				Consumers that have recently been to a Sonic Drive-In	
FDC150	$1.50	Brand Shoppers > Sherwin-Williams	Factual	Geopulse Audiences	Brand Shoppers	Sherwin-Williams				Consumers that have recently been to Sherwin-Williams	
FDC15	$1.50	Behavioral - Retail > Fast Fashion Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Fast Fashion Shoppers				Consumers that shop for fast fashion at places like Forever21 and H&M.	
FDC149	$1.50	Brand Shoppers > Shell	Factual	Geopulse Audiences	Brand Shoppers	Shell				Consumers that have recently been to Shell	
FDC148	$1.50	Brand Shoppers > Sephora	Factual	Geopulse Audiences	Brand Shoppers	Sephora				Consumers that have recently been to Sephora	
FDC147	$1.50	Brand Shoppers > Sears	Factual	Geopulse Audiences	Brand Shoppers	Sears				Consumers that have recently been to Sears	
FDC146	$1.50	Brand Shoppers > Sam's Club	Factual	Geopulse Audiences	Brand Shoppers	Sam's Club				Consumers that have recently been to Sam's Club	
FDC145	$1.50	Brand Shoppers > rue21	Factual	Geopulse Audiences	Brand Shoppers	rue21				Consumers that have recently been to rue21	
FDC144	$1.50	Brand Shoppers > Ruby Tuesday	Factual	Geopulse Audiences	Brand Shoppers	Ruby Tuesday				Consumers that have recently been to Ruby Tuesday	
FDC143	$1.50	Brand Shoppers > Rite Aid	Factual	Geopulse Audiences	Brand Shoppers	Rite Aid				Consumers that have recently been to Rite Aid	
FDC142	$1.50	Brand Shoppers > Red Robin Gourmet Burgers	Factual	Geopulse Audiences	Brand Shoppers	Red Robin Gourmet Burgers				Consumers that have recently been to Red Robin Gourmet Burgers	
FDC141	$1.50	Brand Shoppers > Red Lobster	Factual	Geopulse Audiences	Brand Shoppers	Red Lobster				Consumers that have recently been to Red Lobster	
FDC14	$1.50	Behavioral - Retail > Electronics Shoppers (Electronics Buyer)	Factual	Geopulse Audiences	Behavioral - Retail	Electronics Shoppers (Electronics Buyer)				Consumers that frequently shop for products such as video games, mobile phones, connected televisions, and other electronics and technology products.	
FDC139	$1.50	Brand Shoppers > Publix	Factual	Geopulse Audiences	Brand Shoppers	Publix				Consumers that have recently been to Publix	
FDC138	$1.50	Brand Shoppers > Popeyes Louisiana Kitchen	Factual	Geopulse Audiences	Brand Shoppers	Popeyes Louisiana Kitchen				Consumers that have recently been to Popeyes Louisiana Kitchen	
FDC137	$1.50	Brand Shoppers > PNC Bank	Factual	Geopulse Audiences	Brand Shoppers	PNC Bank				Consumers that have recently been to PNC Bank	
FDC136	$1.50	Brand Shoppers > Pizza Hut	Factual	Geopulse Audiences	Brand Shoppers	Pizza Hut				Consumers that have recently been to Pizza Hut	
FDC135	$1.50	Brand Shoppers > PetSmart	Factual	Geopulse Audiences	Brand Shoppers	PetSmart				Consumers that have recently been to PetSmart	
FDC134	$1.50	Brand Shoppers > Petco	Factual	Geopulse Audiences	Brand Shoppers	Petco				Consumers that have recently been to Petco	
FDC133	$1.50	Brand Shoppers > Payless Shoe Source	Factual	Geopulse Audiences	Brand Shoppers	Payless Shoe Source				Consumers that have recently been to Payless Shoe Source	
FDC132	$1.50	Brand Shoppers > Party City	Factual	Geopulse Audiences	Brand Shoppers	Party City				Consumers that have recently been to Party City	
FDC131	$1.50	Brand Shoppers > Papa John's Pizza	Factual	Geopulse Audiences	Brand Shoppers	Papa John's Pizza				Consumers that have recently been to Papa John's Pizza	
FDC130	$1.50	Brand Shoppers > Panera Bread	Factual	Geopulse Audiences	Brand Shoppers	Panera Bread				Consumers that have recently been to Panera Bread	
